wn_synset	babelnet_id	pos	lemmata en	lemmata es	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:07053884n	bn:00077660n	n	torch_song	balada	a popular song concerned with disappointment in love	0.794	3	7	YES
wn:07049713n	bn:00008153n	n	ballad, lay	balada, poema_narrativo	a narrative song with a recurrent refrain	0.4	3	7	YES
wn:09980090n	bn:00008157n	n	crooner, balladeer	baladista	a singer of popular ballads	0.772	12	8	YES
wn:10624540n	bn:00008155n	n	songwriter, songster, ballad_maker	baladista, cancionista, compositor_de_canciones, compositor	a composer of words or music for popular songs	0.722	12	8	YES
wn:02776978n	bn:00008042n	n	balalaika	balalaica, balalaika	a stringed instrument that has a triangular body and three strings	0.361	14	10	YES
wn:07054336n	bn:00008166n	n	ballet	ballet	music written for a ballet	1.0	1	5	YES
wn:08188235n	bn:00030961n	n	ensemble	banda, conjunto, grupo	a group of musicians playing or singing together	0.875	8	6	YES
wn:08249038n	bn:00008280n	n	band	banda, grupo	instrumentalists not including string players	0.894	8	6	YES
wn:08250302n	bn:00020889n	n	jazz_band, jazz_group, combo	banda_de_jazz, grupo_de_jazz, jazz_band, jazzband	a small band of jazz musicians	0.836	9	7	YES
wn:08249207n	bn:00053366n	n	marching_band	banda_de_marcha	a band that marches (as in a parade) and plays music at the same time	0.471	9	7	YES
wn:08250501n	bn:00068051n	n	rock_group, rock_band	banda_de_rock, grupo_de_rock	a band of musicians who play rock'n'roll music	0.894	9	7	YES
wn:08250750n	bn:00074127n	n	steel_band	banda_de_tambores_metálicos	a band that plays instruments made from the heads of oil drums (Caribbean Islands)	0.43	9	7	YES
wn:08249336n	bn:00012794n	n	brass_band	banda_de_viento-metal, brass_band	a group of musicians playing only brass and percussion instruments	0.581	9	7	YES
wn:08249459n	bn:00021561n	n	concert_band, military_band	banda_sinfónica, banda_de_música_militar, banda_de_música_sinfónica	a group of musicians playing brass and woodwind and percussion instruments	0.471	9	7	YES
wn:02786736n	bn:00008319n	n	bandoneon	bandoneón	a type of concertina popular in South America	0.448	15	11	YES
wn:03715669n	bn:00042732n	n	mallet, hammer	baqueta, escobilla, baqueta_de_batería	a light drumstick with a rounded head that is used to strike such percussion instruments as chimes, kettledrums, marimbas, glockenspiels, etc.	0.5	13	9	YES
wn:11322178n	bn:00008549n	n	Streisand, Barbra_Streisand, Barbra_Joan_Streisand	barbara_joan_streisand, barbra_joan_streisand, barbra_streisand	United States singer and actress (born in 1942)	0.309	12	8	NO
wn:10834439n	bn:00008533n	n	Barber, Samuel_Barber	barber, samuel_barber, samuel_osborne_barber	United States composer (1910-1981)	0.547	12	8	NO
wn:07049931n	bn:00008552n	n	barcarole, barcarolle	barcarola	a boating song sung by Venetian gondoliers	0.738	3	7	YES
wn:09839436n	bn:00008586n	n	baritone, barytone	barítono	a male singer	0.913	12	8	YES
wn:06872562n	bn:00008587n	n	baritone, baritone_voice	barítono, voz de barítono	the second lowest adult male singing voice	0.5	5	5	YES
wn:10834869n	bn:00008632n	n	Barnum, P._T._Barnum, Phineas_Taylor_Barnum	barnum, p._t._barnum, p.t._barnum, p_t._barnum, p_t_barnum, phineas_taylor_barnum	United States showman who popularized the circus (1810-1891)	0.054	14	10	NO
wn:06800698n	bn:00008483n	n	bar_line	barra_de_compás	a vertical line before the accented beat marking the boundary between musical bars	0.752	6	6	YES
wn:02795670n	bn:00008703n	n	barrelhouse, honky-tonk	barrelhouse, garito, honky-tonk	a cheap drinking and dancing establishment	0.675	13	9	NO
wn:10837258n	bn:00008751n	n	Bartok, Bela_Bartok	bartok, bela_bartok, béla_bartók, bartók_bâratö	Hungarian composer and pianist who collected Hungarian folk music; in 1940 he moved to the United States (1881-1945)	0.468	12	8	NO
wn:10539715n	bn:00013851n	n	rotter, dirty_dog, rat, skunk, stinker, stinkpot, bum, puke, crumb, lowlife, scum_bag, so-and-so, git	basca, bastardo, canalla, cretino, fulano, gilipollas, git, indigente, mierda, miserable, pendejo, perro, rata, vagabunda, vagabundo, villano, zorro, bribón, cabrón, vómito, sinvergüenza	a person who is deemed to be despicable or contemptible	0.0	10	6	NO
wn:09815188n	bn:00006506n	n	asshole, bastard, cocksucker, dickhead, shit, mother_fucker, motherfucker, prick, whoreson, son_of_a_bitch, SOB	bastardo, capullo, cerdo, gilipollas, hideputa, hijo_de_puta, hijoputa, hijueputa, mierda, pendejo, coño, cabrón, huevón	insulting terms of address for people who are stupid or irritating or ridiculous	0.231	10	6	NO
wn:10036692n	bn:00028898n	n	drum_majorette, majorette	bastonera, batonista, majorette	a female drum major	0.163	12	8	YES
wn:10036929n	bn:00028909n	n	drummer	baterista, tamborilero, tambor, batería	someone who plays a drum	0.503	12	8	YES
wn:02809364n	bn:00009041n	n	baton, wand	batuta	a thin tapered rod used by a conductor to lead an orchestra or choir	0.569	12	8	YES
wn:08369920n	bn:00009414n	n	Beatles	beatles, les_beatles, los_beatles, the_beatles	a rock group from Liverpool who between 1962 and 1970 produced a variety of hit songs and albums (most of them written by Paul McCartney and John Lennon)	0.558	10	8	NO
wn:07063101n	bn:00009460n	n	bop, bebop	be-bop, be_bop, bebop, bopper, bop	an early form of modern jazz (originating around 1940)	0.775	4	7	YES
wn:06867218n	bn:00015177n	n	natural, cancel	becuadro, natural, ♮	a notation cancelling a previous sharp or flat	0.536	7	7	NO
wn:11305159n	bn:00009511n	n	Smetana, Bedrich_Smetana	bedrich_smetana, smetana, bedřich_smetana	Czech composer (1824-1884)	0.417	12	8	NO
wn:10841405n	bn:00009608n	n	Beethoven, van_Beethoven, Ludwig_van_Beethoven	beethoven, ludwig_van_beethoven	German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827)	0.403	12	8	NO
wn:03028987a	bn:00098189a	a	Beethovenian	beethoveniano	of or relating to Ludwig van Beethoven or his music	1.0	99	99	YES
wn:14498404n	bn:00009615n	n	befoulment, defilement, pollution	befoulment, contaminación	the state of being polluted	0.5	9	7	NO
wn:07054994n	bn:00009649n	n	beguine	beguine	music written in the bolero rhythm of the beguine dance	1.0	2	6	YES
wn:00546216n	bn:00009681n	n	bel_canto	bel_canto, belcantismo, belcantista	a style of operatic singing	0.752	11	9	YES
wn:10842923n	bn:00009783n	n	Bellini, Vincenzo_Bellini	bellini, vincenzo_bellini, vincenzo_salvatore_carmelo_francesco_bellini	Italian composer of operas (1801-1835)	0.621	12	8	NO
wn:06866919n	bn:00035081n	n	flat	bemol	a musical notation indicating one half step lower than the note named	0.541	7	7	YES
wn:01578152a	bn:00103062a	a	flat	bemol	(of a musical note) lowered in pitch by one chromatic semitone	1.0	99	99	YES
wn:10864635n	bn:00009935n	n	Britten, Benjamin_Britten, Edward_Benjamin_Britten, Lord_Britten_of_Aldeburgh	benjamin_britten, edward_benjamin_britten	major English composer of the 20th century; noted for his operas (1913-1976)	0.511	12	8	NO
wn:11007332n	bn:00009936n	n	Goodman, Benny_Goodman, Benjamin_David_Goodman, King_of_Swing	benjamin_david_goodman, benny_goodman	United States clarinetist who in 1934 formed a big band (including black as well as white musicians) and introduced a kind of jazz known as swing (1909-1986)	0.605	12	8	NO
wn:10847653n	bn:00010031n	n	Berlioz, Hector_Berlioz, Louis-Hector_Berlioz	berlioz, hector_berlioz, louis_hector_berlioz, héctor_berlioz	French composer of romantic works (1803-1869)	0.4	12	8	NO
wn:10848802n	bn:00010062n	n	Bernstein, Leonard_Bernstein	bernstein, leonard_bernstein, louis_bernstein	United States conductor and composer (1918-1990)	0.555	12	8	NO
wn:10849083n	bn:00010068n	n	Berry, Chuck_Berry, Charles_Edward_Berry	berry, charles_edward_anderson_berry, chuck_berry	United States rock singer (born in 1931)	0.601	13	9	NO
wn:11305745n	bn:00010096n	n	Smith, Bessie_Smith	bessie_smith	United States blues singer (1894-1937)	0.446	12	8	NO
wn:11300326n	bn:00009773n	n	Sills, Beverly_Sills, Belle_Miriam_Silverman	beverley_sills, beverly_sills	United States operatic soprano (born in 1929)	0.502	13	9	NO
wn:08250168n	bn:00010293n	n	big_band	big_band	a large dance or jazz band usually featuring improvised solos by lead musicians	0.793	9	7	YES
wn:11024226n	bn:00010402n	n	Haley, Bill_Haley, William_John_Clifton_Haley_Jr.	bill_haley, bill_halley	United States rock singer who was one of the first to popularize rock'n'roll music (1925-1981)	0.451	13	9	NO
wn:10916731n	bn:00010497n	n	Crosby, Bing_Crosby, Harry_Lillis_Crosby	bing_crosby, harry_lillis_crosby	United States singer and film actor (1904-1977)	0.296	11	7	NO
wn:00099439n	bn:00030701n	n	encore	bis, encore	an extra or repeated performance; usually given in response to audience demand	0.667	13	11	YES
wn:10851865n	bn:00010811n	n	Bizet, Georges_Bizet	bizet, georges_bizet	French composer best known for his operas (1838-1875)	0.444	12	8	NO
wn:07025604n	bn:00001819n	n	black_music, African-American_music	black_music, música_afroamericana, música_afroestadounidense, c canciones_de_música_afroamericana, aspectos_de_la_música_afroamericana	music created by African-American musicians; early forms were songs that had a melodic line and a strong rhythmic beat with repeated choruses	0.759	2	5	YES
wn:07062190n	bn:00011585n	n	bluegrass	blue_grass, bluegrass	a type of country music played at a rapid tempo on banjos and guitars	0.729	5	8	YES
wn:07051517n	bn:00011537n	n	blue_note	blue_note, nota_de_blues, notas_de_blues	a flattened third or seventh	0.867	8	8	YES
wn:07051185n	bn:00011596n	n	blues	blues	a type of folksong that originated among Black Americans at the beginning of the 20th century; has a melancholy sound from repeated use of blue notes	0.635	3	6	YES
wn:10947108n	bn:00011703n	n	Dylan, Bob_Dylan	bob_dylan, robert_allen_zimmerman	United States songwriter noted for his protest songs (born in 1941)	0.525	12	8	NO
wn:11157580n	bn:00011705n	n	Marley, Robert_Nesta_Marley, Bob_Marley	bob_marley, donald_marley, marley, nesta_robert_marley, norval_marley, norval_sinclair_marley, robert_nesta_marley, tuff_gong	Jamaican singer who popularized reggae (1945-1981)	0.415	12	8	NO
wn:00134780n	bn:00010281n	n	punch, clout, poke, lick, biff, slug	bofetada, gancho, golpazo, mamporro, paliza, pinchazo, punch, punetazo, tortazo, trompada, trompazo, puñete, bofetón, puñetazo	(boxing) a blow with the fist	0.425	12	10	NO
wn:07055103n	bn:00011854n	n	bolero	bolero	music written in the rhythm of the bolero dance	0.672	2	6	YES
wn:00271155n	bn:00040447n	n	gig	bolo, concierto, actuación	a booking for musicians	0.682	11	9	YES
wn:02867267n	bn:00011924n	n	bombardon, bombard	bombarda	a large shawm; the bass member of the shawm family	0.444	13	9	YES
wn:02793089n	bn:00008588n	n	baritone, baritone_horn	bombardino, barítono, bombardino_barítono	the second lowest brass wind instrument	0.629	14	10	YES
wn:03301568n	bn:00031852n	n	euphonium	bombardino, eufonio, euphonium, tuba_tenor	a bass horn (brass wind instrument) that is the tenor of the tuba family	0.631	14	10	YES
wn:02803666n	bn:00008921n	n	bass_drum, gran_casa	bombo, gran_casa, grancassa	a large drum with two heads; makes a sound of indefinite but very low pitch	0.629	14	10	YES
wn:07063249n	bn:00012057n	n	boogie, boogie-woogie	boogie-woogie, boogie_woogie, boogie, bugui-bugui, bugui	an instrumental version of the blues (especially for piano)	0.725	4	7	YES
wn:03436182n	bn:00012150n	n	ghetto_blaster, boom_box	boombox, radio_grabador, radiocasetera, radiocasete, radiocaset, radiograbador, reproductor_de_casetes	a portable stereo	0.32	14	10	YES
wn:11003599n	bn:00012241n	n	Godunov, Boris_Godunov, Boris_Fyodorovich_Godunov	boris_fyodorovich_godunov, boris_godunov, godunov	czar of Russia (1551-1605)	0.458	11	7	NO
wn:13978344n	bn:00074459n	n	storm, tempest	borrasca, tempestad, temporal, tormenta	a violent commotion or disturbance	1.0	8	6	NO
wn:10859369n	bn:00012409n	n	Boulez, Pierre_Boulez	boulez, pierre_boulez	French composer of serial music (born in 1925)	0.594	12	8	NO
wn:03245724n	bn:00012438n	n	drone, drone_pipe, bourdon	bourdon, nota_pedal, pedal, bordón	a pipe of the bagpipe that is tuned to produce a single continuous tone	0.792	14	10	YES
wn:10862113n	bn:00012669n	n	Brahms, Johannes_Brahms	brahms, johannes_brahms	German composer who developed the romantic style of both lyrical and classical music (1833-1897)	0.613	12	8	NO
wn:07230089n	bn:00011623n	n	braggadocio, bluster, rodomontade, rhodomontade	bravata, fanfarronada, rhodomontade	vain and empty boasting	0.917	9	7	NO
wn:05637356n	bn:00012842n	n	bravura	bravura	brilliant and showy technical skill	0.75	9	7	YES
wn:11372799n	bn:00013482n	n	Walter, Bruno_Walter	bruno_walter, walter, gualtério	German conductor (1876-1962)	0.618	12	8	NO
wn:06572857n	bn:00051985n	n	loop	bucle, ciclo, loop	a computer program that performs a series of instructions repeatedly until some specified condition is satisfied	0.704	9	9	NEW SYNSET
wn:11056654n	bn:00013635n	n	Holly, Buddy_Holly, Charles_Hardin_Holley	buddy_holly, charles_hardin_holley, holly	United States rock star (1936-1959)	0.553	13	9	NO
wn:07387509n	bn:00057863n	n	noise	bullicio, ruido	sound of any kind (especially unintelligible or dissonant sound)	0.868	8	6	YES
wn:06780309n	bn:00013998n	n	parody, lampoon, spoof, sendup, mockery, takeoff, burlesque, travesty, charade, pasquinade, put-on	burla, farsa, parodiador, parodiar, parodico, parodista, parodia, sátira, pasquín, paródico, ridiculización	a composition that imitates or misrepresents somebody's style, usually in a humorous way	0.175	6	6	NO
wn:00549610n	bn:00055432n	n	parody, mockery, takeoff	burla, parodia, imitación	humorous or satirical mimicry	0.763	11	9	NO
wn:10926597n	bn:00019595n	n	Debussy, Claude_Debussey, Claude_Achille_Debussy	c._debussy, c_debussy, claude-achille_debussy, claude_achille_debussy, claude_debussy, claudio_aquiles_debussy, claudio_debussy, debussy, claude_debussý	French composer who is said to have created Impressionism in music (1862-1918)	0.464	12	8	NO
wn:11378462n	bn:00008648n	n	Weber, Carl_Maria_von_Weber, Baron_Karl_Maria_Friedrich_Ernst_von_Weber	c._m._von_weber, c_m_von_weber, carl_maria_von_weber, karl_maria_von_weber, carl_maría_von_weber, carl_maria_friedrich_ernest_von_weber	German conductor and composer of romantic operas (1786-1826)	0.447	12	8	NO
wn:11307082n	bn:00008654n	n	Snow, C._P._Snow, Charles_Percy_Snow, Baron_Snow_of_Leicester	c._p._snow, c_p_snow, charles_percy_snow, snow	English writer of novels about moral dilemmas in academe (1905-1980)	0.315	10	6	NO
wn:00520672n	bn:00014420n	n	cabaret, floorshow, floor_show	cabaret, club_nocturno, cabaré, espectáculo_en_vivo	a series of acts at a night club	0.213	11	9	YES
wn:02931417n	bn:00014419n	n	cabaret, nightclub, night_club, club, nightspot	cabaret, club_nocturno, club, discoteca, local_nocturno, night_club, nightclub, cabaré	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink	0.254	13	9	NO
wn:10598904n	bn:00001301n	n	addle-head, addlehead, loon, birdbrain	cabeza_de_chorlito, casquivano	a person with confused ideas; incapable of serious thought	0.009	10	6	NO
wn:07045928n	bn:00014520n	n	cadence	cadencia	the close of a musical section	0.806	3	7	YES
wn:07046218n	bn:00014522n	n	cadenza	cadencia, cadenza	a brilliant solo passage occurring near the end of a piece of music	0.936	3	7	YES
wn:07086518n	bn:00009396n	n	rhythm, beat, musical_rhythm	cadencia, metro, pulso, ritmo_musical, ritmo, tiempo, compás, agógica, rítmica, rítmico, células_rítmicas	the basic rhythmic unit in a piece of music	0.544	7	5	YES
wn:04249415n	bn:00071444n	n	snare_drum, snare, side_drum	caja_clara, caja_orquestal, caja	a small drum with two heads and a snare stretched across the lower head	0.526	14	10	YES
wn:03801353n	bn:00056446n	n	music_box, musical_box	caja_de_música, cajón_de_música, cajita_de_música	produces music by means of pins on a revolving cylinder that strike the tuned teeth of a comb-like metal plate	0.229	12	8	YES
wn:05931827n	bn:00048729n	n	kaleidoscope	caleidoscopio	a complex pattern of constantly changing colors and shapes	0.0	8	6	NO
wn:02940706n	bn:00014847n	n	calliope, steam_organ	calíope	a musical instrument consisting of a series of steam whistles played from a keyboard	0.329	12	8	YES
wn:01918984a	bn:00109359a	a	quiet	callado, calmado	free of noise or uproar; or making little if any sound	1.0	99	99	YES
wn:04982478n	bn:00045291n	n	hush, stillness, still	calma, quietud, silencio, tranquilidad	(poetic) tranquil silence	0.6	8	6	YES
wn:04982856n	bn:00065706n	n	quietness, soundlessness	calma, quietud, tranquilidad	the property of making no sound	0.118	8	6	NO
wn:04063154n	bn:00007310n	n	record_changer, auto-changer, changer	cambia_discos, cambiadiscos, cambiador_de_discos, cambiador_automático	an automatic mechanical device on a record player that causes new records to be played without manual intervention	0.4	13	9	YES
wn:07360211n	bn:00069958n	n	sea_change	cambio_profundo, cambio_rotundo, sea_change	a profound transformation	0.0	9	7	NO
wn:11278351n	bn:00017839n	n	Saint-Saens, Charles_Camille_Saint-Saens	camile_saint-saens, camille_de_saint_saens, camille_saint-saens, camille_saint_saens, charles_camille_saint-saens, charles_camille_saint_saens, saint-saens, saint_saens, camilo_saint_saëns, camille_saint-saëns, camille_saint-säens, camille_saint_saëns, camille_saint_säens, camille_de_saint-saëns, camille_de_saint_saëns, charles_camille_saint-saëns, charles_camille_saint_saëns	French pianist and composer (1835-1921)	0.415	12	8	NO
